,checksum,Absorbance Coefficient,Ammonia,Cloud Cover,Dissolved Oxygen Saturation,Dissolved Reactive Phosphate,E Coli,Electrical Conductivity,Nitrate + Nitrite,Ring Temp,Total Nitrogen,Total Phosphate,Turbidity,Water Temp,pH,SiteID,Region,Name,Longitude,Latitude,Timestamp
8672,a88c91863e46f0287bf9bfdf1a9d3349,2.04,6.0,6.0,100.2,10.9,37.0,79.2,55.0,-14.882540106829882,120.0,21.0,3.16,10.7,7.56,TU2,Turangi,Tongariro at Turangi,175.8128846,-38.9962824,2019-12-19T07:30:00Z
8673,a89323d215b87b8c639c8a2a954b9fe6,1.5,2.0,8.0,111.1,1.8,3.1,82.8,19.0,12.722028141432482,108.0,4.0,0.64,6.5,8.09,TK5,Tekapo,Hakataramea above MH Br.,170.4904637,-44.726449,2015-07-16T13:15:00Z
8674,a899b42ad61827b5dae0555b25ccc679,1.1,5.0,0.0,98.0,4.2,6.3,95.2,68.0,-12.10330533496532,100.0,6.0,2.85,5.7,7.67,HV1,Havelock Nth,Makaroro at Burnt Br.,176.3037667,-39.81963047,2016-07-04T09:30:00Z
8675,a89a0e676a2935aa35dde91593918fc1,6.2,23.0,3.0,99.2,6.4,686.7,240.2,75.0,-15.349267084502763,321.0,25.0,2.81,19.0,8.25,GS2,Gisborne,Waikohu at No. 1 Br.,177.5614619,-38.41677638,2017-12-11T13:33:00Z
8676,a89c22800ce99bf2d3bd0f0fa6b799cb,4.7,7.0,7.0,98.6,10.1,75.4,76.6,496.0,14.882540106829882,613.0,21.0,3.33,10.7,7.25,HM1,Hamilton,Waipa at Otewa,175.3480585,-38.27048925,2017-07-20T10:50:00Z
8677,a89e45004655852419a4b40bbdcaf650,5.0,53.0,2.0,97.5,18.3,166.9,171.0,438.0,-15.700000001,676.0,34.0,4.82,15.7,7.72,WA9,Wanganui,Manawatu at Opiki Br.,175.4695424,-40.43710471,2013-05-01T15:00:00Z
8678,a8aed32a94e959a9616fb8a8ff9e5ea1,2.4,1.0,0.0,100.5,4.0,3.0,57.8,52.0,14.002856852492634,72.0,6.0,0.38,8.6,7.59,WN5,Wellington,Ruamahanga at SH2,175.6048351,-40.76387899,2007-09-12T14:00:00Z
8679,a8bafdf3efe97b8b9addc5019238b768,11.62,17.0,8.0,96.9,12.9,2419.2,47.4,292.0,-15.37042614996084,683.0,80.0,14.5,12.5,6.86,HM1,Hamilton,Waipa at Otewa,175.3480585,-38.27048925,2009-10-15T10:00:00Z
8680,a8bd0ad25c6ed0e2f902c29abd9b6584,10.29,4.0,8.0,103.6,5.1,98.0,56.8,19.0,-11.395174418647573,150.0,118.0,74.9,4.9,7.84,NN2,Nelson,Motueka at Gorge,172.913512,-41.63522812,2008-08-12T09:20:00Z
8681,a8bf83defd50e0a25a6ef1d5fb1e56cb,0.61,2.0,7.0,101.4,0.9,0.0,122.2,1.0,15.558920272030448,59.0,4.0,0.69,13.6,8.02,RO6,Rotorua,Waikato at Reids Farm,176.0771442,-38.67752695,2019-06-10T12:24:00Z
8682,a8c58ad4a577e2142d3d4490f17d1a99,6.7,3.0,8.0,101.1,5.1,1597.0,34.0,18.0,-14.848568955673809,465.0,265.0,181.0,10.6,7.64,NN3,Nelson,Wairau at Dip Flat,172.922771,-41.898142,2017-04-12T11:00:00Z
8683,a8cd92941ba2d8b3cbcea2aba9e7f0e1,1.9,5.0,8.0,98.7,1.1,36.4,73.5,42.0,-14.94824404508436,155.0,9.0,1.64,10.9,7.71,DN4,Dunedin,Clutha at Balclutha,169.7478532,-46.23889062,2013-05-15T13:45:00Z
8684,a8d1c1adce6f8456ebc996911812c4ac,7.7,5.0,3.0,104.1,4.6,104.3,145.0,3.0,14.667310592995566,145.0,14.0,2.31,21.3,7.81,WH3,Whangarei,Mangakahia at Titoki Br.,174.05251,-35.73414414,2012-12-11T14:00:00Z
8685,a8d5219a481feebe455740a66c4c595c,8.8,1.0,8.0,93.5,4.3,57.6,58.1,0.0,-12.793748474602742,152.0,14.0,1.7,6.6,7.11,DN2,Dunedin,Sutton at SH87,170.0940294,-45.59783272,2010-05-13T11:30:00Z
8686,a8d6e304768f61887eddc41aaea06e1e,2.3,6.0,8.0,99.7,14.0,121.1,82.9,17.0,-15.37042614996084,70.0,23.0,0.75,12.5,7.73,WA2,Wanganui,Manganui at SH3,174.2615561,-39.28292805,2020-03-17T10:50:00Z
8687,a8d73e0b81ff18b09b5f58f825c7cece,10.8,3.0,7.0,99.0,20.5,156.5,101.5,2.0,-12.1852369706707,325.0,52.0,3.5,5.8,8.02,DN1,Dunedin,Taieri at Tiroiti,170.2727477,-45.25818263,2007-04-12T09:45:00Z
8688,a8dc2db8c37b596d8cb799ba13426403,2.82,4.0,3.0,102.6,1.6,6.3,116.1,159.0,-15.099668871581256,197.0,5.0,0.55,11.4,7.95,NN1,Nelson,Motueka at Woodstock,172.8245826,-41.25156018,2008-10-15T11:30:00Z
8689,a8dc4a99b332f0f660a2a23c286121aa,13.04,23.0,8.0,100.0,23.7,3873.0,129.0,209.0,-14.002856852492634,1100.0,585.0,174.0,8.6,8.19,WA5,Wanganui,Rangitikei at Mangaweka,175.8079005,-39.81209364,2009-08-19T09:15:00Z
8690,a8df97081bac2b4b910b83a3ac6921fd,5.9,3.0,0.0,107.9,0.9,6.3,157.0,1.0,-15.699681526432313,137.0,11.0,1.25,15.8,8.14,WA4,Wanganui,Whanganui at Paetawa,175.1423112,-39.78864375,2010-04-20T14:45:00Z
8691,a8e07036b64fb6c8f0c2e3249964260f,14.1,13.0,7.0,92.9,6.3,235.9,49.5,40.0,15.674182595318966,308.0,24.0,0.85,16.6,7.23,DN2,Dunedin,Sutton at SH87,170.0940294,-45.59783272,2010-11-11T10:45:00Z
8692,a8e596a3089627e46f988b108e930eb2,2.2,2.0,8.0,97.3,3.0,27.8,125.0,4.0,-15.679604587852335,68.0,7.0,0.42,16.5,7.78,WH1,Whangarei,Waipapa at Forest Ranger,173.6879171,-35.27520455,2014-04-14T10:15:00Z
8693,a900a96a5d4341db52a108fe88b83cac,4.4,6.0,3.0,100.1,6.5,83.6,70.3,72.0,15.499677417010972,187.0,16.0,0.74,18.2,7.38,HM1,Hamilton,Waipa at Otewa,175.3480585,-38.27048925,2013-02-12T10:30:00Z
8694,a90291baed5b59bbccd8840aa914d052,2.1,9.0,5.0,104.0,25.7,14.3,99.1,436.0,15.60769041310725,500.0,43.0,0.63,14.0,7.0,RO5,Rotorua,Rangitaiki at Te Teko,176.7995602,-38.04158737,2007-05-16T15:10:00Z
8695,a906be213e6cf7001fff244d10057911,2.1,6.0,8.0,100.6,6.3,275.5,232.4,179.0,-13.682105102337138,299.0,26.0,6.63,8.0,8.54,HV3,Havelock Nth,Ngaruroro at Chesterhope,176.8722386,-39.59819739,2020-05-05T13:50:00Z
8696,a917d9689ec2736f00d64a8a9889177b,3.5,1.0,8.0,101.9,2.3,579.4,71.2,121.0,-15.654072953432918,216.0,19.0,5.2,14.5,7.69,DN4,Dunedin,Clutha at Balclutha,169.7478532,-46.23889062,2010-01-13T13:25:00Z
8697,a91b66da57514f7ed697aaa4c3a9e5d1,8.3,6.0,7.0,98.1,8.0,461.1,58.2,216.0,-15.679604587852335,360.0,19.0,2.51,16.5,7.47,HM1,Hamilton,Waipa at Otewa,175.3480585,-38.27048925,2018-02-22T09:40:00Z
8698,a925b129f4e4c8ca88b634540453231a,8.8,6.0,4.0,96.8,2.6,130.9,417.7,121.0,15.674182595318966,421.0,240.0,460.0,16.6,8.18,GS1,Gisborne,Waipaoa at Kanakanaia,177.8816102,-38.4703121,2018-04-17T16:15:00Z
8699,a92768afb58c287dcbb1e75f56e86c2a,5.2,39.0,8.0,100.6,37.3,275.5,166.0,1975.0,15.429841218606237,2184.0,71.0,3.89,12.8,7.73,WA3,Wanganui,Waingongoro at SH45,174.2100716,-39.57808905,2012-10-17T12:15:00Z
8700,a92d18b1306bbddd745cdb97db64aa85,2.36,6.0,0.0,112.8,1.3,6.3,118.3,65.0,-14.508273502777646,229.0,12.0,1.95,21.7,8.32,HV5,Havelock Nth,Mohaka at Raupunga,177.1288534,-39.07533505,2009-12-09T12:30:00Z
8701,a9351451208d4da419d761f1afebd53d,6.2,207.0,8.0,97.6,29.9,637.0,173.0,424.0,-14.549226784657664,1051.0,116.0,26.1,9.8,7.61,WA9,Wanganui,Manawatu at Opiki Br.,175.4695424,-40.43710471,2012-06-20T14:30:00Z
8702,a942120cee97a8132e38c50ae155e7fd,3.8,5.0,7.0,99.4,11.4,1725.0,69.6,178.0,-15.499677417010972,436.0,235.0,295.0,13.2,8.23,GS4,Gisborne,Motu at Houpoto,177.6320592,-37.86546076,2020-05-05T10:55:00Z
8703,a944599b13618ab7630577da6320cd3d,4.8,4.0,2.0,110.0,24.5,269.0,88.1,70.0,15.429841218606237,191.0,49.0,5.0,12.8,7.97,RO4,Rotorua,Whirinaki at Galatea,176.7455255,-38.48615895,2016-05-17T14:30:00Z
8704,a945edd5c53c678a7306ea51110c62b0,6.15,6.0,8.0,98.1,1.1,135.0,46.7,225.0,-15.6460857734898,467.0,10.0,1.09,14.4,7.53,TK3,Tekapo,Opuha at Skipton Br.,170.9796325,-44.08056659,2019-01-10T08:50:00Z
8705,a94a60fde2387ae4205c12f5ef62768a,4.1,3.0,8.0,110.5,6.0,46.4,248.0,368.0,-14.813844876715834,543.0,17.0,1.24,10.5,8.36,WA7,Wanganui,Manawatu at Weber Rd,176.1114838,-40.24225986,2015-06-10T12:15:00Z
8706,a94b304bfac77c4717457a934dc772b2,0.9,0.0,7.0,100.8,2.4,23.8,63.6,51.0,14.053113535135196,125.0,18.0,14.0,8.7,7.71,CH3,Christchurch,Waimakariri at Gorge,172.0510607,-43.36069571,2007-09-19T08:55:00Z
8707,a94fc9c36a816df7e4387ca59e15f273,3.95,3.0,4.0,104.6,7.3,86.2,104.0,997.0,15.618258546694634,1171.0,15.0,2.1,14.1,7.45,DN8,Dunedin,Oreti at Riverton HW Br.,168.2658533,-46.32784979,2005-04-12T17:45:00Z
8708,a9604e521a1d3455dd05913bda77249e,0.4,6.0,0.0,103.9,0.7,4.1,117.4,7.0,15.697133497279047,37.0,14.0,1.6,16.0,8.02,AX3,Alexandra,Shotover at Bowens Peak,168.7149003,-44.9916064,2010-02-16T14:50:00Z
8709,a964a48b2ed4e6e403dc4b7edc97f057,11.57,59.0,7.0,98.2,25.9,1299.65,144.0,978.0,-14.466513057105365,1587.0,148.0,58.5,9.6,7.82,WA9,Wanganui,Manawatu at Opiki Br.,175.4695424,-40.43710471,2008-07-23T14:30:00Z
8710,a9669435dc00d22b01b0e6749deff1fc,6.0,10.0,2.0,100.4,13.4,21.8,157.0,756.0,-15.041276542614323,900.0,29.0,4.3,11.2,7.56,WN4,Wellington,Ruamahanga at Wardells,175.6713489,-41.00468332,2010-08-23T13:40:00Z
8711,a96e9f9ed87dd64864d1b9d89c1a9c87,3.4,9.0,7.0,97.7,4.0,32.7,498.0,213.0,-15.257784899237503,379.0,33.0,57.3,12.0,7.97,GS1,Gisborne,Waipaoa at Kanakanaia,177.8816102,-38.4703121,2014-08-20T15:35:00Z
8712,a96f592e7c10f74be13729ee7d2dc188,3.57,14.0,6.0,104.4,6.9,77.2,283.0,323.0,-15.654072953432918,493.0,25.0,2.09,14.5,8.1,WA7,Wanganui,Manawatu at Weber Rd,176.1114838,-40.24225986,2008-11-19T12:00:00Z
8713,a97f14bed055cacf823ca4fcc26b849a,1.7,5.0,4.0,101.7,6.7,26.5,131.0,81.0,-13.899640284244768,171.0,16.0,4.2,23.0,8.23,HV3,Havelock Nth,Ngaruroro at Chesterhope,176.8722386,-39.59819739,2006-02-15T13:50:00Z
8714,a97f6266919b99bde3ebf00e972a0206,4.7,6.0,1.0,99.3,4.6,189.0,94.6,51.0,15.60769041310725,144.0,32.0,29.0,14.0,8.63,WA5,Wanganui,Rangitikei at Mangaweka,175.8079005,-39.81209364,2011-03-23T08:40:00Z
8715,a981fcd1393bb40dff6a46ff09a3d96b,1.15,2.0,5.0,100.5,6.9,19.9,67.7,187.0,15.628179677473636,203.0,17.0,26.0,14.2,7.59,CH4,Christchurch,Waimakariri above old HW Br.,172.6416309,-43.41896498,2008-10-15T12:30:00Z
8716,a987d7f15f890d30b734b782ac3495f3,3.4,1.0,6.0,104.0,1.0,35.0,466.0,16.0,-14.002856852492636,171.0,14.0,5.5,22.8,8.22,GS1,Gisborne,Waipaoa at Kanakanaia,177.8816102,-38.4703121,2009-12-15T15:15:00Z
8717,a98a77d89fe637d355e44a79f34d10b0,0.46,1.0,1.0,99.2,1.0,1.0,120.7,3.0,-15.041276542614323,61.0,5.0,0.65,11.2,7.78,RO6,Rotorua,Waikato at Reids Farm,176.0771442,-38.67752695,2008-07-15T11:40:00Z
8718,a98d0be7450d1cd71c486f115493d455,1.8,7.0,5.0,97.8,3.7,25.9,69.3,257.0,15.530614927664647,378.0,7.0,0.45,18.0,7.63,TK1,Tekapo,Opihi at Grassy Banks,171.2903816,-44.26379736,2020-02-13T09:20:00Z
8719,a98e21f9fc3919f707924b3f655bd3f4,4.35,82.0,8.0,99.3,35.2,920.8,178.0,2373.0,-14.915763474639842,2651.0,87.0,2.7,10.8,7.53,WA3,Wanganui,Waingongoro at SH45,174.2100716,-39.57808905,2008-07-22T12:15:00Z
8720,a992555b97460c0d247bd79b8d142c89,4.6,6.0,4.0,101.7,23.5,151.5,62.7,218.0,-14.053113535135196,453.0,101.0,37.0,8.7,7.49,RO4,Rotorua,Whirinaki at Galatea,176.7455255,-38.48615895,2005-09-20T13:52:00Z
8721,a993712ad5c1d90fd99d6f324b4d0ef7,4.7,40.0,3.0,86.3,59.6,111.2,327.0,407.0,-15.57209041944594,592.0,82.0,3.55,17.7,7.34,RO2,Rotorua,Tarawera at Awakaponga,176.7668297,-37.94077098,2011-12-07T13:31:00Z
8722,a994a3dc414d97af9be86b7a4172f93e,3.22,3.0,0.0,141.7,1.9,1.0,228.0,1330.0,15.698726063964552,1476.0,4.0,0.7,15.5,9.25,HV2,Havelock Nth,Tukituki at Red Br.,176.9268003,-39.71715618,2005-09-08T13:30:00Z
8723,a99945e5462b8e81b94d26d70f48bf92,16.3,11.0,0.0,100.2,8.8,145.0,92.1,28.0,15.68853084362586,365.0,34.0,1.75,16.3,7.58,DN3,Dunedin,Taieri at Outram,170.243822,-45.84805474,2015-03-12T12:22:00Z
8724,a9a09af5fbb9cc049473c1ab3f8320de,13.0,8.0,2.0,114.8,17.9,41.3,133.0,169.0,15.654072953432918,401.0,48.0,5.32,16.9,7.7,WH4,Whangarei,Wairu at Purua,174.1505947,-35.6537364,2015-10-15T14:15:00Z
8725,a9a28c393869fcf941812291f443b4ea,6.25,17.0,7.0,98.2,16.1,133.6,78.8,684.0,14.466513057105365,896.0,44.0,7.4,9.6,7.39,DN5,Dunedin,Mataura at Seaward Down,168.797037,-46.39109981,2005-10-12T08:45:00Z
8726,a9a668d6960abe84299aafa610a57b35,1.5,14.0,8.0,99.3,9.9,85.0,61.2,18.0,15.515476145816471,262.0,121.0,47.0,13.3,7.35,TU2,Turangi,Tongariro at Turangi,175.8128846,-38.9962824,2012-03-22T08:30:00Z
8727,a9a741f8b411a4955c69f035e85ca36c,0.3,5.0,8.0,104.8,1.0,12.0,120.3,2.0,15.429841218606237,63.0,4.0,0.35,18.6,8.13,RO6,Rotorua,Waikato at Reids Farm,176.0771442,-38.67752695,2018-01-16T11:41:00Z
8728,a9a797abb6c123b75c0dc0d9e75bc238,8.16,5.0,1.0,101.9,8.9,613.1,82.3,149.0,-14.813844876715834,355.0,25.0,3.32,10.5,7.37,GS3,Gisborne,Motu at Waitangirua,177.6207925,-38.20150151,2009-05-19T11:00:00Z
8729,a9b598e53f5977fdd634cbb9c41df84f,6.89,23.0,4.0,95.7,22.1,57.3,154.0,726.0,-14.882540106829882,908.0,54.0,4.6,10.7,7.29,HM4,Hamilton,Waikato at Rangiriri,175.1313201,-37.43389143,2009-08-12T10:15:00Z
8730,a9b5c1ff6ea4c0326261e4a817b5c461,2.4,3.0,7.0,104.8,2.5,3.1,62.5,16.0,-15.390906407076876,48.0,3.0,0.35,12.6,7.66,WN5,Wellington,Ruamahanga at SH2,175.6048351,-40.76387899,2012-04-11T14:00:00Z
8731,a9b97802af0e70d72305a40d512bc197,4.0,4.0,0.0,100.1,3.6,3.0,72.6,37.0,15.18189711569012,170.0,6.0,1.21,11.7,7.62,TK5,Tekapo,Hakataramea above MH Br.,170.4904637,-44.726449,2017-10-12T13:00:00Z
8732,a9bb3badf8b249d202e6f8e6189bf926,4.7,3.0,4.0,104.9,0.1,47.9,114.8,119.0,14.58937970002152,251.0,4.0,1.4,9.9,8.16,NN1,Nelson,Motueka at Woodstock,172.8245826,-41.25156018,2006-10-10T11:30:00Z
8733,a9c650c845a0eb91419944112dc2dd00,4.0,2.0,4.0,97.9,5.4,43.5,117.6,13.0,14.245350119649569,52.0,8.0,1.68,9.1,7.58,WH1,Whangarei,Waipapa at Forest Ranger,173.6879171,-35.27520455,2014-08-11T10:15:00Z
8734,a9c984f3cfb8ec5c76ba1d36662d64ee,2.8,0.0,4.0,99.5,0.2,81.3,65.4,11.0,-15.63745503691058,69.0,3.0,0.82,14.3,7.81,NN5,Nelson,Buller at Longford,172.3865727,-41.76683803,2016-03-17T08:10:00Z
8735,a9cb16b8966d959c41f28cd144db1a3f,15.1,49.0,8.0,98.7,28.0,24192.0,62.9,313.0,-15.010995970667636,1163.0,205.0,62.2,11.1,7.31,GS3,Gisborne,Motu at Waitangirua,177.6207925,-38.20150151,2016-05-25T11:42:00Z
8736,a9ce1183d84d7ce3609c251550446062,2.9,5.0,7.0,121.3,5.4,10.8,92.6,254.0,-15.69490363243432,421.0,35.0,1.61,16.1,7.26,RO5,Rotorua,Rangitaiki at Te Teko,176.7995602,-38.04158737,2014-11-11T14:45:00Z
8737,a9d4e99d8cae15518e4eefd5a4384499,5.4,12.0,3.0,96.6,7.7,8.4,477.0,320.0,-13.792751720791612,542.0,74.0,73.0,8.2,8.12,GS1,Gisborne,Waipaoa at Kanakanaia,177.8816102,-38.4703121,2010-06-23T15:40:00Z
8738,a9d827867d8e8470ee6c800826315042,2.2,3.0,6.0,101.1,19.5,9.7,78.5,855.0,-14.58937970002152,928.0,31.0,3.0,9.9,7.59,RO3,Rotorua,Rangitaiki at Murupara,176.6971212,-38.45978401,2006-08-15T15:15:00Z
8739,a9da7f078de227422103618f1f594ec3,2.3,9.0,7.0,99.4,4.3,108.6,92.8,812.0,15.60769041310725,994.0,9.0,1.43,14.0,7.94,TK2,Tekapo,Opihi at Rockwood,170.9415995,-44.16992472,2014-02-13T09:15:00Z
8740,a9e2f3d7c7e1333e291ded6d7972135a,9.4,31.0,8.0,88.7,26.9,866.4,175.0,974.0,15.661417561363978,1247.0,77.0,14.7,14.6,7.3,HM4,Hamilton,Waikato at Rangiriri,175.1313201,-37.43389143,2013-05-13T10:50:00Z
8741,a9e31bb87633a0591c98a61d05ecb96f,1.0,11.0,6.0,103.2,7.5,344.8,67.9,222.0,15.304901176793008,325.0,22.0,2.0,12.2,7.75,TK6,Tekapo,Waitaki at SH1 Br.,171.1002468,-44.92876257,2007-11-14T11:55:00Z
8742,a9eb218100f7fd270b75c027326e0cdc,0.3,14.0,6.0,104.0,1.8,7.3,70.1,23.0,15.59647396148886,74.0,6.0,0.46,13.9,8.06,AX2,Alexandra,Kawarau at Chard Rd,168.8686737,-45.00799513,2012-04-17T14:20:00Z
8743,a9f3302c84acfdd378812288aff5085b,3.17,7.0,3.0,103.1,0.5,24.6,41.4,186.0,-15.572090419445937,320.0,7.0,1.35,13.7,7.98,TK3,Tekapo,Opuha at Skipton Br.,170.9796325,-44.08056659,2009-12-17T08:45:00Z
8744,a9f784cdf6b57203442da302a3393818,0.3,2.0,8.0,104.9,1.7,17.9,119.7,1.0,14.91576347463984,61.0,4.0,0.46,20.6,8.18,RO6,Rotorua,Waikato at Reids Farm,176.0771442,-38.67752695,2016-02-09T11:02:00Z
8745,aa07905dc22f928db075a91db882e9c7,15.1,10.0,7.0,95.1,5.0,114.5,140.0,135.0,-14.508273502777646,439.0,23.0,1.9,21.7,7.56,WH2,Whangarei,Waitangi at Wakelins,174.0473578,-35.27815386,2007-01-17T11:07:00Z
8746,aa08a76e4373fbba8e631dfc1416c293,0.69,3.0,8.0,89.7,1.7,24.0,63.9,68.0,15.692036197746932,129.0,2.0,0.65,15.2,7.19,TK6,Tekapo,Waitaki at SH1 Br.,171.1002468,-44.92876257,2009-03-12T11:50:00Z
8747,aa0d7110a50911653e34c3b414c0ef8e,3.2,8.0,8.0,101.2,4.4,275.5,129.0,749.0,15.628179677473636,876.0,12.0,1.45,14.2,7.35,HM6,Hamilton,Ohinemuri at Karangahake,175.715083,-37.41659142,2011-05-16T11:30:00Z
8748,aa111a4e115b6e50ae06191899d05e34,2.0,2.0,8.0,99.1,8.2,101.4,88.7,9.0,-15.281688389422158,81.0,24.0,7.49,12.1,7.72,GS4,Gisborne,Motu at Houpoto,177.6320592,-37.86546076,2012-05-09T11:30:00Z
8749,aa111ea0998b2889b65779c25179decb,7.0,17.0,8.0,99.1,13.1,980.4,128.6,349.0,-15.041276542614323,578.0,52.0,16.0,11.2,7.81,GS2,Gisborne,Waikohu at No. 1 Br.,177.5614619,-38.41677638,2018-09-19T14:50:00Z
8750,aa18d838ea5d9ecbe8065bc86875011f,7.3,11.0,7.0,101.6,12.5,298.7,245.0,478.0,15.070832758391289,736.0,34.0,7.55,11.3,8.09,WA7,Wanganui,Manawatu at Weber Rd,176.1114838,-40.24225986,2014-09-17T12:15:00Z
8751,aa1d3e5e23cb1ff56109a865aa5f3521,3.9,1.0,8.0,103.3,1.1,56.5,95.7,448.0,-10.241093693126729,519.0,5.0,1.2,3.8,7.73,DN9,Dunedin,Waiau at Tuatapere,167.6857257,-46.13187464,2009-07-14T14:45:00Z
8752,aa267b9fbc5cb03bd60ef05a9990615f,1.9,1.0,8.0,100.7,12.5,185.0,69.9,9.0,15.68853084362586,47.0,16.0,0.55,15.1,7.71,WA2,Wanganui,Manganui at SH3,174.2615561,-39.28292805,2007-02-20T11:20:00Z
8753,aa26aeb330653a7765f43dfb0e414522,0.6,7.0,7.0,102.6,0.8,2.0,116.2,8.0,14.549226784657664,26.0,3.0,1.26,9.8,7.95,AX3,Alexandra,Shotover at Bowens Peak,168.7149003,-44.9916064,2013-04-16T14:55:00Z
8754,aa26fd1ce6c9dc01cf42aee4384b3df9,2.6,8.0,8.0,99.4,7.7,32.7,108.8,1693.0,13.899640284244766,1843.0,12.0,2.45,8.4,7.46,DN8,Dunedin,Oreti at Riverton HW Br.,168.2658533,-46.32784979,2012-08-14T16:10:00Z
8755,aa2a30f33d31e37171cfd2a893e53def,0.3,18.0,7.0,106.6,1.4,5.2,67.4,21.0,-15.654072953432918,84.0,13.0,0.89,16.9,8.13,AX2,Alexandra,Kawarau at Chard Rd,168.8686737,-45.00799513,2016-01-12T13:55:00Z
8756,aa2ec147de97065c481acbd317dc43fe,1.1,4.0,2.0,96.6,1.2,5.2,89.8,14.0,14.667310592995566,53.0,33.0,28.7,10.1,7.9,AX3,Alexandra,Shotover at Bowens Peak,168.7149003,-44.9916064,2012-11-13T15:00:00Z
8757,aa30d84b85b0a1cdf6fa7a23ae488d77,1.8,8.0,8.0,102.9,13.5,162.4,87.7,784.0,15.390906407076876,865.0,30.0,2.06,12.6,7.78,RO3,Rotorua,Rangitaiki at Murupara,176.6971212,-38.45978401,2020-10-13T15:00:00Z
8758,aa32e35608b37f7ad360781417500244,1.9,6.0,1.0,100.5,1.6,45.0,84.6,467.0,-15.69490363243432,603.0,3.0,0.25,15.3,7.61,TK1,Tekapo,Opihi at Grassy Banks,171.2903816,-44.26379736,2017-02-09T10:00:00Z
8759,aa35a19c19899c01e999048c2f44ff04,2.6,52.0,5.0,97.7,13.3,613.1,125.0,1647.0,-11.489125294442566,1874.0,29.0,5.13,5.0,7.17,DN5,Dunedin,Mataura at Seaward Down,168.797037,-46.39109981,2016-07-13T08:35:00Z
8760,aa378158061ecb1f058ac89d286ec6d3,1.4,4.0,7.0,100.0,3.8,37.3,59.1,67.0,13.069047403364944,119.0,19.0,20.5,7.0,7.69,CH3,Christchurch,Waimakariri at Gorge,172.0510607,-43.36069571,2016-06-15T07:45:00Z
8761,aa3936bea64de2283a1d39588618c404,3.4,0.0,8.0,106.1,0.4,72.8,427.0,1.0,-15.127789000095156,108.0,13.0,13.3,19.9,8.28,GS1,Gisborne,Waipaoa at Kanakanaia,177.8816102,-38.4703121,2016-03-16T15:15:00Z
8762,aa3c3bcef46c05d02da5ea65be77f123,1.5,3.0,8.0,104.1,0.7,17.3,64.1,68.0,13.567608486074471,120.0,7.0,5.0,7.8,7.55,TK6,Tekapo,Waitaki at SH1 Br.,171.1002468,-44.92876257,2010-09-16T12:10:00Z
8763,aa3fb627e60b384b77994ce7db9f8693,4.4,7.0,0.0,102.0,11.6,101.4,96.7,109.0,-15.530614927664647,319.0,48.0,22.0,18.0,8.19,HV5,Havelock Nth,Mohaka at Raupunga,177.1288534,-39.07533505,2006-02-13T12:30:00Z
8764,aa47a899b5805d9a35885cca88eba373,4.4,24.0,0.0,98.5,21.5,166.4,61.7,121.0,15.327426399477506,259.0,40.0,0.74,12.3,7.29,HM1,Hamilton,Waipa at Otewa,175.3480585,-38.27048925,2007-04-19T10:50:00Z
8765,aa4cf317b7cb3c762c8e8fcb0085f779,2.6,5.0,6.0,106.4,15.7,76.3,176.0,559.0,15.20789268871266,711.0,29.0,2.9,19.6,8.3,HV2,Havelock Nth,Tukituki at Red Br.,176.9268003,-39.71715618,2006-04-04T13:10:00Z
8766,aa50a9d8792b3be7a439b96db59e4c5b,1.01,4.0,1.0,102.4,13.2,13.4,96.6,77.0,14.380542410889792,139.0,17.0,1.44,9.4,7.51,TU2,Turangi,Tongariro at Turangi,175.8128846,-38.9962824,2018-09-20T08:35:00Z
8767,aa55aabdbe2f59bbc655e0b145861e82,12.12,66.0,0.0,97.3,17.5,579.4,160.0,463.0,-14.58937970002152,943.0,119.0,22.0,9.9,7.75,WA9,Wanganui,Manawatu at Opiki Br.,175.4695424,-40.43710471,2008-06-18T14:45:00Z
8768,aa5667d4ff6b84c8a11835d3d53c4919,4.4,27.0,7.0,137.5,19.4,12.1,245.0,155.0,-14.19859148054482,470.0,85.0,2.1,22.4,8.58,WA9,Wanganui,Manawatu at Opiki Br.,175.4695424,-40.43710471,2007-02-21T14:20:00Z
8769,aa5d0385fd6f7bd1454e60d7d37699aa,2.8,2.0,1.0,110.9,5.0,20.3,101.1,512.0,-15.628179677473636,644.0,27.0,4.61,17.2,7.15,RO5,Rotorua,Rangitaiki at Te Teko,176.7995602,-38.04158737,2018-03-14T13:55:00Z
8770,aa5d671a188756bad6fbd188e3fb561b,26.4,33.0,1.0,92.5,22.0,1860.0,207.0,284.0,-15.233187454744986,993.0,97.0,30.0,11.9,7.3,AK2,Auckland,Rangitopuni at Walkers,174.6177164,-36.74608218,2011-07-11T11:00:00Z
8771,aa5f21c656bd91a7742a5415cbe2cea9,17.9,55.0,8.0,93.0,75.5,15530.7,178.0,687.0,-13.00192293591221,1748.0,340.0,161.0,6.9,7.43,WN4,Wellington,Ruamahanga at Wardells,175.6713489,-41.00468332,2014-07-23T11:30:00Z
8772,aa5fb09d6622289dd18fda291ace4fdd,15.2,4.0,3.0,87.5,7.0,8.6,233.0,0.0,15.37042614996084,308.0,27.0,3.7,18.9,7.75,AK1,Auckland,Hoteo at Gubbs,174.5167757,-36.38708527,2010-03-17T09:10:00Z
